runningId,oid_mivne,id_binyan,t_sug_mivne,ms_komot,shem_mivne,t_amudim,id_binyan_orig,gova2009
,20915,22392,____ ____,4,,__,74178,15
,20916,22394,____ ____,3,,__,79229,19
,20917,22395,____ ____,1,,__,56945,22
,20918,22396,____ ____,6,,__,55271,29
,20919,22397,____ ____,6,,__,74812,23
,20921,22399,____ ____,4,,_____ ____ ______,74466,17
,20934,22412,____ ____,4,,__,74469,17
,20935,22413,____ ____,4,,__,74468,15
,20936,22414,____ ____,7,,__,74875,29
,20937,22415,____ ____,3,,__,74809,20
,20938,22416,____ ____,4,,__,74810,20
,20939,22417,____ ____,3,,__,55270,16
,20940,22418,____ ____,3,,__,74816,16
,20947,22425,____ ____,4,,_____ ____ ______,74467,17
,20948,22426,____ ____,1,,__,73327,6
,20949,22427,____ ____,4,,__,73328,17
,20950,22428,____ ____,4,,__,73322,17
,20951,22429,____ ____,4,,__,55267,17
,20952,22430,____ ____,4,,__,74761,20
,20953,22431,____ ____,4,,__,74763,20
,20954,22432,____ ____,6,,__,74730,21
,20955,22433,____ ____,4,,_____ ____ ______,74185,14
,20956,22434,____ ____,2,,__,74835,22
,20957,22435,____ ____,2,,__,55318,11
,20958,22436,____ ____,3,,__,74699,12
,20959,22437,____ ____,4,,_____ ____ ______,74774,17
,20960,22438,____ ____,7,,__,74772,29
,20961,22439,____ ____,3,,_____ ____ ______,74805,14
,20962,22440,____ ____,5,,__,74762,22
,20963,22441,____ ____,4,,__,74274,14
,20964,22443,____ ____,5,,__,74068,24
,20965,22444,____ ____,3,,__,74393,17
,20966,22445,____ ____,4,,__,55269,17
,20967,22446,____ ____,4,,__,55268,19
,20968,22447,____ ____,3,,__,74271,14
,20969,22448,____ ____,3,,__,75386,16
,20970,22449,____ ____,4,,_____ ____ ______,74864,16
,20987,22466,____ ____,4,,_____ ____ ______,74868,17
,20988,22467,____ ____,4,,_____ ____ ______,142785,17
,20989,22468,____ ____,3,,__,74166,20
,20990,22469,____ ____,4,,__,74164,20
,20991,22470,____ ____,8,,__,73066,29
,20992,22471,____ ____,4,,_____ ____ ______,74867,18
,20993,22472,____ ____,4,,_____ ____ ______,74863,19
,20994,22473,____ ____,4,,_____ ____ ______,130244,19
,20995,22474,____ ____,4,,_____ ____ ______,74859,15
,20996,22475,____ ____,4,,_____ ____ ______,74860,15
,20997,22476,____ ____,4,,_____ ____ ______,74862,15
,20998,22477,____ ____,4,,_____ ____ ______,74856,15
,20999,22478,____ ____,4,,_____ ____ ______,74858,15
,21000,22479,____ ____,4,,_____ ____ ______,142784,17
,21001,22480,____ ____,3,,__,74768,15
,21002,22481,____ ____,3,,_____ ____ ______,74770,15
,21003,22482,____ ____,2,,__,73331,13
,21004,22483,____ ____,4,,__,73332,18
,21005,22484,____ ____,6,,__,79225,20
,21006,22485,____ ____,4,,_____ ____ ______,79227,20
,21007,22486,____ ____,4,,_____ ____ ______,74711,13
,21008,22487,____ ____,4,,_____ ____ ______,74709,13
,21009,22488,____ ____,4,,_____ ____ ______,74869,18
,21010,22489,____ ____,4,,_____ ____ ______,74866,16
,21011,22490,____ ____,4,,_____ ____ ______,74452,17
,21012,22491,____ ____,4,,__,74451,17
,21013,22492,____ ____,3,,_____ ____ ______,74803,14
,21014,22493,____ ____,4,,_____ ____ ______,74857,15
,21015,22494,____ ____,4,,_____ ____ ______,74853,18
,21016,22495,____ ____,4,,_____ ____ ______,130243,18
,21017,22496,____ ____,4,,_____ ____ ______,74849,18
,21018,22497,____ ____,4,,__,74851,18
,21019,22498,____ ____,4,,_____ ____ ______,74852,16
,21020,22499,____ ____,4,,_____ ____ ______,74854,16
,21021,22500,____ ____,3,,__,74848,15
,21022,22501,____ ____,4,,__,74850,15
,21023,22502,____ ____,3,,__,74256,12
,21025,22504,____ ____,5,,__,74729,20
,21026,22505,____ ____,4,,_____ ____ ______,74728,20
,21027,22506,____ ____,3,,__,74262,12
,21028,22507,____ ____,3,,__,74260,11
,21029,22508,____ ____,4,,__,74266,18
,21030,22509,____ ____,3,,__,74264,18
,21031,22510,____ ____,4,,__,74270,13
,21032,22511,____ ____,3,,__,74268,13
,21034,22513,____ ____,3,,__,74170,15
,21035,22514,____ ____,4,,__,74168,16
,21036,22515,____ ____,3,,__,74259,13
,21037,22516,____ ____,3,,__,74257,16
,21038,22517,____ ____,4,,_____ ____ ______,74794,19
,21039,22518,____ ____,3,,_____ ____ ______,74792,19
,21040,22519,____ ____,4,,_____ ____ ______,74790,19
,21042,22522,____ ____,4,,_____ ____ ______,142779,17
,21043,22523,____ ____,3,,__,142790,17
,21044,22525,____ ____,4,,__,74950,21
,21049,22532,____ ____,4,,__,74330,20
,21050,22533,____ ____,4,,_____ ____ ______,74693,15
,21052,22535,____ ____,4,,_____ ____ ______,74822,16
,21053,22536,____ ____,1,,__,74820,17
,21055,22538,____ ____,5,,__,73128,17
,21056,22539,____ ____,3,,__,73127,17
,21057,22540,____ ____,3,,__,74412,13
,21058,22541,____ ____,3,,__,81692,16
,21059,22542,____ ____,3,,__,81691,16
,21060,22543,____ ____,5,,__,81689,24
,21061,22544,____ ____,4,,__,81690,24
,21062,22545,____ ____,3,,_____ ____ ______,81685,19
,21063,22546,____ ____,4,,__,81687,19
,21064,22547,____ ____,6,,__,55249,26
,21065,22548,____ ____,3,,__,73106,18
,21066,22549,____ ____,5,,__,73102,21
,21069,22555,____ ____,1,,__,55246,14
,21073,22559,____ ____,3,,__,66360,15
,21074,22560,____ ____,5,,__,66361,19
,21081,22567,____ ____,5,,__,73123,22
,21082,22568,____ ____,4,,__,73124,22
,21083,22569,____ ____,5,,__,73125,21
,21084,22570,____ ____,5,,__,73126,21
,21085,22571,____ ____,3,,_____ ____ ______,74434,20
,21086,22572,____ ____,4,,__,74433,20
,21087,22573,____ ____,4,,__,74429,21
,21088,22574,____ ____,3,,__,74428,21
,21089,22575,____ ____,4,,__,74425,17
,21090,22576,____ ____,3,,_____ ____ ______,74423,17
,21102,22588,____ ____,3,,_____ ____ ______,74432,18
,21103,22589,____ ____,1,,__,74430,18
,21104,22590,____ ____,5,,__,66363,19
,21105,22591,____ ____,3,,__,81686,20
,21106,22592,____ ____,1,,__,66364,7
,21107,22593,____ ____,3,,__,73122,13
,21108,22594,____ ____,4,,__,74154,14
,21109,22595,____ ____,1,,__,74072,17
,21113,22599,____ ____,3,,__,74113,18
,21114,22600,____ ____,3,,__,74111,18
,21115,22601,____ ____,3,,__,74109,18
,21116,22602,____ ____,3,,__,74108,15
,21117,22603,____ ____,3,,__,74106,15
,21118,22604,____ ____,4,,__,74104,15
,21119,22605,____ ____,3,,__,75421,11
,21120,22606,____ ____,3,,__,75417,11
,21121,22607,____ ____,3,,__,75423,14
,21122,22608,____ ____,3,,__,75415,15
,21123,22609,____ ____,3,,__,65899,12
,21124,22610,____ ____,3,,__,65901,14
,21125,22611,____ ____,3,,__,65897,12
,21126,22612,____ ____,3,,__,65894,18
,21127,22613,____ ____,3,,__,75420,13
,21128,22614,____ ____,3,,__,75422,17
,21129,22615,____ ____,3,,__,75418,13
,21130,22616,____ ____,3,,__,75416,13
,21131,22617,____ ____,3,,__,66320,16
,21132,22618,____ ____,3,,__,66321,7
,21133,22619,____ ____,3,,__,66319,16
,21134,22620,____ ____,3,,__,66318,16
,21135,22621,____ ____,3,,__,66317,15
,21136,22622,____ ____,3,,__,65903,14
,21137,22623,____ ____,1,,__,50673,14
,21138,22624,____ ____,5,,__,65905,18
,21139,22625,____ ____,3,,__,130061,17
,21140,22626,____ ____,1,,__,50784,17
,21141,22627,____ ____,3,,__,65907,17
,21142,22628,____ ____,3,,__,75424,17
,21143,22629,____ ____,3,,__,75427,17
,21144,22630,____ ____,3,,__,75429,15
,21145,22631,____ ____,3,,__,75431,9
,21146,22633,____ ____,2,,__,66322,7
,21148,22635,____ ____,3,,__,74299,20
,21149,22636,____ ____,5,,__,65918,20
,21150,22637,____ ____,5,,__,65922,21
,21152,22639,____ ____,5,,_____ ____ ______,66336,21
,21153,22640,____ ____,5,,_____ ____ ______,66338,21
,21154,22641,____ ____,5,,__,66332,18
,21155,22642,____ ____,4,,__,66334,18
,21160,22647,____ ____,5,,__,65929,18
,21161,22648,____ ____,3,,__,65931,16
,21162,22649,____ ____,3,,__,65935,17
,21164,22651,____ ____,3,,__,65936,15
,21166,22653,____ ____,4,,__,65938,14
,21168,22655,____ ____,3,,__,65939,18
,21169,22656,____ ____,5,,__,65916,20
,21170,22657,____ ____,4,,__,74456,18
,21171,22658,____ ____,4,,__,74457,16
,21173,22660,____ ____,3,,__,74807,18
,21174,22661,____ ____,4,,__,74814,15
,21175,22662,____ ____,4,,__,74802,18
,21176,22663,____ ____,4,,__,74804,18
,21177,22664,____ ____,4,,__,74819,17
,21178,22665,____ ____,3,,_____ ____ ______,74806,13
,21179,22666,____ ____,4,,_____ ____ ______,74808,17
,21180,22667,____ ____,3,,__,74458,16
,21181,22668,____ ____,4,,_____ ____ ______,74815,15
,21182,22669,____ ____,4,,_____ ____ ______,74817,18
,21183,22670,____ ____,4,,_____ ____ ______,74459,17
,21184,22671,____ ____,4,,_____ ____ ______,74818,18
,21185,22672,____ ____,4,,_____ ____ ______,74823,13
,21186,22673,____ ____,4,,__,74461,20
,21188,22675,____ ____,3,,__,74757,19
,21189,22676,____ ____,4,,_____ ____ ______,74755,17
,21190,22677,____ ____,4,,__,74714,14
,21191,22678,____ ____,4,,_____ ____ ______,74712,14
,21194,22681,____ ____,2,,__,80803,10
,21195,22682,____ ____,1,,__,50656,17
,21196,22683,____ ____,3,,__,73092,13
,21197,22684,____ ____,5,___ _____,__,73095,25
,21198,22685,____ ____,4,,__,73097,17
,21199,22686,____ ____,3,,__,74713,12
,21200,22687,____ ____,4,,_____ ____ ______,75390,16
,21201,22688,____ ____,6,,__,73063,22
,21202,22689,____ ____,4,,_____ ____ ______,75392,17
,21203,22690,____ ____,4,,__,74191,19
,21204,22691,____ ____,4,,__,74187,16
,21207,22694,____ ____,6,,__,74058,22
,21208,22695,____ ____,3,,__,74060,18
,21210,22697,____ ____,3,,__,74242,17
,21211,22698,____ ____,4,,__,74041,17
,21212,22699,____ ____,3,,__,74233,14
,21213,22700,____ ____,4,,_____ ____ ______,75399,16
,21214,22701,____ ____,6,,__,74754,25
,21215,22702,____ ____,1,,__,50667,4
,21216,22703,____ ____,4,,_____ ____ ______,130240,20
,21217,22704,____ ____,4,,__,74050,16
,21218,22705,____ ____,4,,_____ ____ ______,55265,20
,21219,22706,____ ____,2,,__,74886,17
,21220,22707,____ ____,4,,__,74074,22
,21221,22708,____ ____,4,,__,74442,21
,21222,22709,____ ____,4,,__,74282,14
,21223,22710,____ ____,3,,__,74284,22
,21224,22711,____ ____,4,,__,74401,22
,21225,22712,____ ____,4,,_____ ____ ______,74439,18
,21226,22713,____ ____,5,,__,73120,21
,21227,22714,____ ____,5,,__,65928,20
,21228,22715,____ ____,5,,__,74667,20
,21229,22716,____ ____,4,,__,74666,19
,21230,22717,____ ____,2,,__,74664,9
,21231,22718,____ ____,4,,__,74662,20
,21232,22719,____ ____,4,,__,130238,20
,21233,22721,____ ____,3,,__,74654,15
,21234,22722,____ ____,3,,__,66346,15
,21235,22723,____ ____,3,,_____ ____ ______,74651,18
,21236,22724,____ ____,4,,__,74649,18
,21237,22725,____ ____,5,,__,74655,20
,21238,22726,____ ____,3,,__,74657,20
,21239,22727,____ ____,3,,__,74653,20
,21240,22728,____ ____,3,,_____ ____ ______,74661,18
,21241,22729,____ ____,3,,_____ ____ ______,74659,18
,21242,22730,____ ____,1,,__,130261,12
,21244,22732,____ ____,4,,__,74311,16
,21252,22740,____ ____,3,,__,74909,18
,21253,22741,____ ____,3,,__,74139,16
,21254,22742,____ ____,4,,_____ ____ ______,74955,17
,21255,22743,____ ____,5,,__,73093,21
,21256,22744,____ ____,5,,__,73090,17
,21257,22745,____ ____,2,,__,74930,14
,21258,22746,____ ____,3,,__,74316,14
,21259,22747,____ ____,3,,__,74158,18
,21260,22748,____ ____,5,,__,73057,17
,21261,22749,____ ____,5,,__,74117,20
,21262,22750,____ ____,6,,__,74898,16
,21264,22752,____ ____,5,,__,65940,16
,21265,22753,____ ____,1,,__,66355,7
,21266,22754,____ ____,5,,__,65945,20
,21267,22755,____ ____,2,,__,66359,11
,21270,22758,____ ____,4,,_____ ____ ______,74704,17
,21271,22759,____ ____,3,,_____ ____ ______,74746,20
,21272,22761,____ ____,3,,__,65869,15
,21273,22762,____ ____,3,,__,65872,15
,21274,22763,____ ____,4,,__,65839,17
,21275,22764,____ ____,4,,__,65841,16
,21276,22765,____ ____,3,,__,65843,15
,21277,22766,____ ____,4,,__,65845,20
,21280,22769,____ ____,2,,__,75666,12
,21282,22771,____ ____,4,,__,73038,15
,21283,22772,____ ____,3,,__,135631,15
,21284,22773,____ ____,3,,__,73737,16
,21285,22774,____ ____,5,,_____ ____ ______,74003,15
,21286,22775,____ ____,5,,_____ ____ ______,75695,18
,21287,22776,____ ____,4,,__,75751,19
,21288,22777,____ ____,4,,_____ ____ ______,75790,12
,21289,22778,____ ____,4,,_____ ____ ______,75792,12
,21290,22779,____ ____,4,,__,75807,18
,21291,22780,____ ____,4,,_____ ____ ______,73789,17
,21292,22781,____ ____,4,,_____ ____ ______,73788,17
,21294,22783,____ ____,4,,_____ ____ ______,73791,18
,21295,22784,____ ____,4,,_____ ____ ______,81231,18
,21296,22785,____ ____,5,,__,142709,21
,21297,22786,____ ____,4,,__,73036,15
,21302,22792,____ ____,4,,__,73265,18
,21303,22793,____ ____,3,,__,75707,19
,21304,22794,____ ____,3,,__,73552,19
,21305,22795,____ ____,4,,__,73550,22
,21306,22796,____ ____,4,,_____ ____ ______,75735,18
,21307,22797,____ ____,4,,__,75887,16
,21308,22798,____ ____,4,,__,73981,20
,21309,22799,____ ____,3,,__,75704,18
,21310,22800,____ ____,5,,_____ ____ ______,73982,15
,21311,22801,____ ____,4,,_____ ____ ______,75853,17
,21312,22802,____ ____,4,,_____ ____ ______,73267,18
,21313,22803,____ ____,3,,__,75709,14
,21314,22804,____ ____,4,,_____ ____ ______,75848,18
,21315,22805,____ ____,3,,__,75706,18
,21316,22806,____ ____,4,,_____ ____ ______,75736,17
,21317,22807,____ ____,4,,__,75794,15
,21318,22808,____ ____,4,,_____ ____ ______,75737,19
,21319,22809,____ ____,4,,_____ ____ ______,73264,14
,21320,22810,____ ____,4,,_____ ____ ______,130275,17
,21321,22811,____ ____,3,,__,130267,18
,21322,22812,____ ____,4,,_____ ____ ______,130274,15
,21323,22813,____ ____,4,,_____ ____ ______,130224,17
,21324,22814,____ ____,4,,_____ ____ ______,73268,18
,21325,22815,____ ____,4,,_____ ____ ______,75797,17
,21326,22816,____ ____,3,,__,75708,12
,21327,22817,____ ____,4,,__,73985,20
,21328,22818,____ ____,4,,_____ ____ ______,75850,16
,21329,22819,____ ____,4,,_____ ____ ______,130269,18
,21330,22820,____ ____,3,,__,75713,17
,21331,22821,____ ____,4,,__,75796,15
,21337,22827,____ ____,4,,__,66230,17
,21338,22828,____ ____,4,,__,69687,18
,21339,22829,____ ____,4,,__,65772,17
,21340,22830,____ ____,3,,__,65783,18
,21341,22831,____ ____,5,,__,65785,19
,21342,22832,____ ____,3,,__,65787,18
,21343,22834,____ ____,5,,__,65745,19
,21344,22835,____ ____,4,,__,65747,13
,21346,22837,____ ____,4,,__,69537,22
,21347,22838,____ ____,5,,__,65750,21
,21348,22839,____ ____,5,,__,69538,25
,21349,22840,____ ____,3,,__,69536,17
,21351,22842,____ ____,3,,__,66007,12
,21352,22843,____ ____,4,,__,76386,18
,21354,22845,____ ____,8,,__,69659,31
,21355,22846,____ ____,3,,__,69852,17
,21356,22847,____ ____,3,,__,69868,17
,21357,22848,____ ____,5,,__,74525,24
,21358,22849,____ ____,3,,__,74523,14
,21359,22850,____ ____,4,,__,74521,19
,21360,22851,____ ____,3,,__,74519,15
,21394,22885,____ ____,4,,_____ ____ ______,74006,18
,21395,22886,____ ____,4,,_____ ____ ______,73287,18
,21396,22887,____ ____,5,,__,65889,18
,21397,22888,____ ____,4,,_____ ____ ______,73922,18
,21398,22889,____ ____,4,,__,73712,19
,21399,22890,____ ____,4,,__,73920,22
,21400,22892,____ ____,5,,_____ ____ ______,75124,16
,21401,22893,____ ____,3,,__,73042,16
,21403,22895,____ ____,4,,__,75123,16
,21404,22896,____ ____,4,,__,130252,15
,21405,22897,____ ____,1,,__,75121,13
,21406,22898,____ ____,5,,__,75120,16
,21409,22901,____ ____,4,,__,75052,19
,21410,22902,____ ____,4,,__,75055,19
,21412,22904,____ ____,4,,_____ ____ ______,75063,16
,21416,22908,____ ____,4,,__,74182,15
,21417,22909,____ ____,4,,_____ ____ ______,73946,16
,21418,22910,____ ____,4,,_____ ____ ______,73939,20
,21419,22911,____ ____,4,,__,73937,19
,21420,22912,____ ____,4,,_____ ____ ______,73297,17
,21421,22913,____ ____,4,,__,74683,4
,21422,22914,____ ____,4,,_____ ____ ______,81264,19
,21486,22979,____ ____,3,,__,74237,11
,21487,22980,____ ____,3,,__,74239,16
,21488,22981,____ ____,4,,__,74052,16
,21489,22982,____ ____,5,,__,80802,21
,21490,22983,____ ____,3,,__,80800,13
,21491,22984,____ ____,3,,__,80801,13
,21492,22985,____ ____,4,,__,74148,20
,21493,22986,____ ____,4,,__,55264,22
,21494,22987,____ ____,3,,__,74931,14
,21495,22988,____ ____,3,,__,74929,14
,21496,22989,____ ____,3,,__,74928,15
,21497,22990,____ ____,3,,__,74903,16
,21498,22991,____ ____,4,,__,74441,21
,21499,22992,____ ____,3,,__,75041,22
,21500,22993,____ ____,4,,__,74440,18
,21501,22994,____ ____,5,,__,73121,21
,21502,22995,____ ____,4,,__,73118,20
,21503,22996,____ ____,4,,__,73119,20
,21504,22997,____ ____,6,,__,73334,19
,21505,22998,____ ____,5,,__,73108,20
,21506,22999,____ ____,4,,__,74694,16
,21507,23000,____ ____,4,,__,73111,20
,21508,23001,____ ____,6,,__,74455,24
,21509,23002,____ ____,3,,_____ ____ ______,74444,15
,21510,23003,____ ____,3,,__,74141,16
,21511,23004,____ ____,3,,__,74885,17
,21512,23005,____ ____,6,,__,55262,17
,21513,23006,____ ____,4,,__,74318,14
,21514,23007,____ ____,4,,__,73112,19
,21515,23008,____ ____,5,,__,73096,15
,21516,23009,____ ____,4,,_____ ____ ______,74063,18
,21517,23010,____ ____,5,,__,74940,22
,21518,23011,____ ____,5,,__,73109,23
,21519,23012,____ ____,1,,__,50651,14
,21520,23013,____ ____,4,,_____ ____ ______,74193,17
,21521,23014,____ ____,4,,_____ ____ ______,74846,17
,21523,23016,____ ____,3,,__,79224,17
,21524,23017,____ ____,3,,__,74702,17
,21525,23018,____ ____,3,,__,74700,17
,21526,23019,____ ____,4,,_____ ____ ______,74726,15
,21527,23020,____ ____,4,,_____ ____ ______,74725,15
,21528,23021,____ ____,4,,_____ ____ ______,74724,14
,21529,23022,____ ____,3,,_____ ____ ______,74723,4
,21530,23023,____ ____,5,,__,74722,20
,21531,23024,____ ____,5,,__,130241,20
,21532,23025,____ ____,1,,__,74719,3
,21533,23026,____ ____,3,,__,74720,16
,21534,23027,____ ____,4,,__,130239,21
,21535,23028,____ ____,4,,_____ ____ ______,74705,21
,21536,23029,____ ____,5,,__,74703,21
,21537,23030,____ ____,3,,__,74241,16
,21538,23031,____ ____,4,,__,74245,17
,21539,23033,____ ____,3,,__,74252,18
,21540,23034,____ ____,2,,__,74240,9
,21541,23035,____ ____,3,,__,130227,9
,21542,23036,____ ____,2,,__,74234,12
,21543,23037,____ ____,4,,__,74046,17
,21544,23038,____ ____,4,,__,74048,17
,21545,23039,____ ____,3,,__,74043,14
,21546,23040,____ ____,5,,__,74045,14
,21547,23041,____ ____,3,,_____ ____ ______,74906,17
,21548,23042,____ ____,2,,__,74901,16
,21549,23044,____ ____,2,,__,75432,10
,21551,23047,____ ____,2,,__,74892,10
,21552,23048,____ ____,5,,__,73067,18
,21553,23049,____ ____,3,,_____ ____ ______,74760,13
,21554,23050,____ ____,1,,__,50680,26
,21555,23051,____ ____,3,,__,74952,16
,21556,23052,____ ____,3,,__,74953,16
,21557,23053,____ ____,4,,__,74951,16
,21558,23054,____ ____,4,,_____ ____ ______,75388,15
,21559,23055,____ ____,3,,__,73061,14
,21560,23056,____ ____,3,,__,74250,19
,21561,23057,____ ____,1,,__,74247,3
,21562,23058,____ ____,1,,__,50663,3
,21563,23059,____ ____,3,,__,74894,13
,21564,23060,____ ____,4,,_____ ____ ______,75389,16
,21565,23061,____ ____,4,,__,65932,15
,21566,23062,____ ____,4,,__,74861,19
,21567,23063,____ ____,4,,__,74061,20
,21568,23064,____ ____,10,,__,73324,40
,21569,23065,____ ____,4,,_____ ____ ______,75391,18
,21570,23066,____ ____,5,,__,73098,16
,21571,23067,____ ____,3,,__,65933,17
,21572,23068,____ ____,3,,__,73099,9
,21573,23069,____ ____,4,,_____ ____ ______,75393,19
,21574,23070,____ ____,4,,__,130063,16
,21575,23071,____ ____,4,,_____ ____ ______,130260,16
,21576,23072,____ ____,5,,__,73101,15
,21577,23073,____ ____,4,,_____ ____ ______,74065,19
,21578,23074,____ ____,4,,__,75397,17
,21579,23075,____ ____,3,,__,74893,13
,21580,23076,____ ____,2,,__,75401,10
,21581,23077,____ ____,3,,_____ ____ ______,74904,21
,21582,23078,____ ____,0,,__,75403,12
,21583,23079,____ ____,2,,__,75433,10
,21584,23080,____ ____,4,,__,74070,21
,21585,23081,____ ____,3,,__,74064,17
,21586,23082,____ ____,2,,__,74753,9
,21587,23083,____ ____,3,,_____ ____ ______,74756,13
,21588,23084,____ ____,4,,_____ ____ ______,74751,17
,21589,23085,____ ____,4,,__,75402,12
,21590,23086,____ ____,4,,__,74758,22
,21591,23087,____ ____,4,,__,65912,18
,21592,23088,____ ____,4,,_____ ____ ______,74195,15
,21593,23089,____ ____,5,,_____ ____ ______,74189,17
,21594,23090,____ ____,3,,__,130242,17
,21595,23091,____ ____,3,,__,74799,17
,21596,23092,____ ____,4,,_____ ____ ______,74696,17
,21597,23093,____ ____,4,,__,74710,21
,21598,23094,____ ____,4,,__,74254,18
,21599,23095,____ ____,3,,__,74246,12
,21600,23096,____ ____,4,,_____ ____ ______,74067,18
,21601,23097,____ ____,4,,_____ ____ ______,74069,18
,21602,23098,____ ____,3,,_____ ____ ______,74908,17
,21603,23099,____ ____,2,,__,130247,15
,21604,23100,____ ____,2,,__,75434,10
,21605,23101,____ ____,2,,__,75436,11
,21606,23102,____ ____,3,,__,75438,11
,21607,23103,____ ____,3,,__,66329,15
,21608,23104,____ ____,3,,__,66331,15
,21609,23105,____ ____,3,,__,75439,17
,21610,23106,____ ____,3,,__,74295,20
,21611,23107,____ ____,4,,__,74297,20
,21612,23108,____ ____,4,,__,130228,15
,21613,23109,____ ____,4,,__,74298,14
,21614,23110,____ ____,4,,__,74296,14
,21615,23111,____ ____,4,,__,65942,16
,21616,23112,____ ____,4,,__,65943,16
,21617,23113,____ ____,1,,__,74288,22
,21618,23114,____ ____,4,,_____ ____ ______,74438,18
,21619,23115,____ ____,5,,__,74437,18
,21620,23116,____ ____,3,,__,74411,13
,21621,23117,____ ____,3,,__,74409,11
,21622,23118,____ ____,2,,__,74410,11
,21623,23119,____ ____,3,,__,74407,19
,21624,23120,____ ____,3,,__,74408,19
,21625,23121,____ ____,5,,__,73116,18
,21626,23122,____ ____,6,,__,73117,15
,21627,23123,____ ____,4,,__,73110,19
,21628,23124,____ ____,3,,__,66339,12
,21629,23125,____ ____,6,,__,73333,23
,21630,23126,____ ____,3,,__,73069,17
,21631,23127,____ ____,4,,__,74319,14
,21632,23128,____ ____,1,,__,66337,8
,21633,23129,____ ____,5,,__,74321,19
,21634,23130,____ ____,2,,__,66347,10
,21635,23131,____ ____,4,,_____ ____ ______,74454,18
,21636,23132,____ ____,4,,_____ ____ ______,74453,17
,21637,23133,____ ____,1,,__,74294,17
,21641,23137,____ ____,4,,_____ ____ ______,74446,17
,21645,23141,____ ____,3,,__,74396,15
,21646,23142,____ ____,3,,__,74445,16
,21647,23143,____ ____,1,,__,74399,14
,21648,23144,____ ____,2,,__,130231,14
,21650,23146,____ ____,2,,__,74395,13
,21652,23148,____ ____,2,,__,130232,18
,21654,23150,____ ____,3,,__,74907,18
,21655,23151,____ ____,3,,__,74913,16
,21656,23152,____ ____,3,,__,74911,16
,21657,23153,____ ____,4,,__,73071,17
,21658,23154,____ ____,4,,__,73073,18
,21659,23155,____ ____,3,,__,74315,16
,21661,23157,____ ____,3,,__,74322,15
,21662,23158,____ ____,3,,__,74324,15
,21663,23159,____ ____,3,,__,74326,14
,21664,23160,____ ____,3,,__,74328,14
,21666,23162,____ ____,3,,_____ ____ ______,74917,14
,21667,23163,____ ____,3,,_____ ____ ______,60703,14
,21668,23164,____ ____,3,,__,74919,14
,21669,23165,____ ____,2,,__,74920,14
,21670,23166,____ ____,3,,__,74918,14
,21671,23167,____ ____,3,,_____ ____ ______,74916,14
,21672,23168,____ ____,3,,__,74312,16
,21673,23169,____ ____,1,,__,74310,14
,21674,23170,____ ____,3,,__,74308,14
,21675,23171,____ ____,4,,__,73081,18
,21676,23172,____ ____,5,,__,73083,18
,21677,23173,____ ____,3,,__,74302,16
,21678,23174,____ ____,3,,__,74300,16
,21679,23175,____ ____,6,,__,75387,15
,21680,23176,____ ____,3,,_____ ____ ______,130246,15
,21681,23177,____ ____,3,,__,73103,16
,21682,23178,____ ____,1,,__,75398,4
,21683,23179,____ ____,3,,__,74895,13
,21684,23180,____ ____,5,,_____ ____ ______,74902,21
,21685,23181,____ ____,3,,__,74897,19
,21686,23182,____ ____,4,,_____ ____ ______,75400,20
,21687,23183,____ ____,1,,__,73105,17
,21688,23184,____ ____,4,,_____ ____ ______,75404,18
,21689,23185,____ ____,4,,_____ ____ ______,74701,13
,21690,23186,____ ____,5,,__,75435,11
,21691,23187,____ ____,4,,__,74777,18
,21692,23188,____ ____,3,,_____ ____ ______,74776,18
,21693,23189,____ ____,3,,__,74793,13
,21694,23190,____ ____,3,,_____ ____ ______,74795,13
,21695,23191,____ ____,2,,__,75409,10
,21696,23192,____ ____,1,,__,50777,10
,21697,23193,____ ____,3,,__,74791,17
,21698,23194,____ ____,3,,_____ ____ ______,74801,14
,21699,23195,____ ____,1,,__,50778,8
,21700,23196,____ ____,4,,__,75408,17
,21702,23198,____ ____,4,,_____ ____ ______,74876,18
,21704,23200,____ ____,5,,__,75442,20
,21707,23203,____ ____,1,,__,66357,7
,21708,23204,____ ____,4,,__,66358,15
,21709,23205,____ ____,4,,__,73077,15
,21710,23206,____ ____,4,,__,74255,16
,21711,23207,____ ____,3,,__,74253,16
,21712,23208,____ ____,3,,__,74251,16
,21713,23209,____ ____,4,,__,142720,19
,21714,23210,____ ____,4,,__,74156,14
,21715,23211,____ ____,4,,__,74039,17
,21716,23212,____ ____,3,,__,74887,19
,21717,23213,____ ____,3,,__,74889,19
,21718,23214,____ ____,3,,__,130245,10
,21719,23215,____ ____,5,,__,74285,17
,21720,23216,____ ____,4,,__,74174,17
,21721,23217,____ ____,3,,__,74172,16
,21722,23218,____ ____,3,,__,74265,14
,21723,23219,____ ____,3,,__,74263,14
,21724,23220,____ ____,3,,__,74055,16
,21725,23221,____ ____,5,,_____ ____ ______,74057,19
,21727,23223,____ ____,4,,__,74325,16
,21728,23224,____ ____,5,,__,74137,13
,21729,23225,____ ____,2,,__,74135,13
,21730,23226,____ ____,5,,__,74128,17
,21731,23227,____ ____,4,,__,74130,17
,21732,23228,____ ____,3,,__,74314,16
,21733,23229,____ ____,5,,__,73113,19
,21734,23230,____ ____,4,,__,73079,18
,21735,23231,____ ____,2,,__,74273,8
